学生ID,性别,父母收入,IQ,父母鼓励,升学计划
5741,女,24930,116,鼓励,不计划
5743,男,33800,76,不鼓励,不计划
5744,女,18500,83,不鼓励,不计划
5745,女,59730,106,鼓励,计划
5748,男,69400,99,不鼓励,不计划
5749,女,9300,76,不鼓励,不计划
5750,男,34650,91,鼓励,计划
5753,男,38700,89,鼓励,不计划
5754,男,63250,117,鼓励,计划
5755,男,57750,121,鼓励,计划
5759,男,44000,103,不鼓励,不计划
5760,女,57690,110,鼓励,不计划
5763,女,41100,94,不鼓励,不计划
5765,男,59500,94,不鼓励,不计划
5770,男,33800,87,不鼓励,不计划
5772,女,27990,108,鼓励,不计划
5774,男,42500,97,不鼓励,不计划
5775,男,66500,102,不鼓励,不计划
5777,女,45540,100,鼓励,计划
5781,男,14700,87,不鼓励,不计划
5783,男,47100,118,不鼓励,不计划
5784,男,52580,97,鼓励,计划
5785,男,52800,134,鼓励,计划
5786,女,16300,84,不鼓励,不计划
5787,女,37800,109,鼓励,不计划
5788,女,29000,101,不鼓励,不计划
5790,女,52200,120,鼓励,不计划
5792,女,35550,135,鼓励,不计划
5793,男,33440,139,鼓励,计划
5794,男,74580,117,鼓励,计划
5796,女,16600,89,不鼓励,不计划
5799,男,32000,90,不鼓励,不计划
5800,男,45630,97,鼓励,不计划
5801,男,38700,102,不鼓励,不计划
5803,男,30600,106,不鼓励,不计划
5806,女,58200,105,不鼓励,不计划
5808,女,32760,93,鼓励,不计划
5809,女,29400,94,不鼓励,不计划
5810,女,32600,102,不鼓励,不计划
5811,女,30870,104,鼓励,不计划
5815,女,41000,116,不鼓励,不计划
5816,女,71060,121,鼓励,计划
5818,女,48900,94,不鼓励,不计划
5821,女,34600,95,不鼓励,不计划
5822,女,58410,139,鼓励,计划
5823,男,36180,133,鼓励,不计划
5824,女,81400,97,鼓励,计划
5826,女,48000,99,不鼓励,不计划
5828,男,33570,77,鼓励,不计划
5829,男,20600,108,不鼓励,不计划
5830,女,34400,88,不鼓励,不计划
5831,男,27610,93,鼓励,计划
5835,男,36960,100,鼓励,计划
5836,男,38610,64,鼓励,不计划
5838,女,45600,99,不鼓励,不计划
5840,女,44600,99,不鼓励,不计划
5843,男,28500,86,不鼓励,不计划
5844,女,53570,99,鼓励,计划
5845,女,43900,107,不鼓励,不计划
5849,女,36740,66,鼓励,计划
5854,男,59180,105,鼓励,计划
5855,女,76010,126,鼓励,计划
5856,男,34000,81,不鼓励,不计划
5858,男,39400,123,不鼓励,计划
5859,男,31400,111,不鼓励,计划
5860,男,13500,99,不鼓励,不计划
5863,女,46400,95,不鼓励,不计划
5867,男,26000,89,不鼓励,不计划
5871,女,25400,62,不鼓励,不计划
5880,女,28200,101,不鼓励,不计划
5881,女,33660,119,鼓励,计划
5885,男,44640,83,鼓励,不计划
5886,男,39500,109,不鼓励,计划
5887,女,21240,79,鼓励,不计划
5889,男,64350,138,鼓励,计划
5890,男,41580,135,鼓励,计划
5893,男,43290,67,鼓励,不计划
5894,女,47080,133,鼓励,计划
5895,女,44000,109,鼓励,计划
5899,女,52030,94,鼓励,计划
5901,男,39500,91,不鼓励,不计划
5904,男,35860,91,鼓励,计划
5906,男,45810,70,鼓励,不计划
5909,女,32600,78,不鼓励,不计划
5910,女,31700,83,不鼓励,不计划
5911,女,54810,131,鼓励,不计划
5913,男,47190,105,鼓励,计划
5921,女,66100,107,不鼓励,计划
5923,男,35600,97,不鼓励,不计划
5924,男,30100,93,不鼓励,不计划
5925,男,34800,106,不鼓励,不计划
5928,男,43920,128,鼓励,不计划
5929,男,62260,135,鼓励,计划
5932,女,28980,102,鼓励,不计划
5933,男,28800,80,不鼓励,不计划
5934,男,38880,103,鼓励,不计划
5937,男,32900,95,不鼓励,不计划
5943,女,39600,74,鼓励,不计划
5944,女,34900,66,不鼓励,不计划
5949,男,33440,96,鼓励,计划
5950,女,35500,91,不鼓励,不计划
5951,男,30400,75,不鼓励,不计划
5953,男,10350,102,鼓励,不计划
5954,女,75680,132,鼓励,计划
5955,男,7500,97,不鼓励,不计划
5959,女,40590,128,鼓励,计划
5960,男,61710,107,鼓励,计划
5961,男,40480,116,鼓励,计划
5963,男,16100,68,不鼓励,不计划
5964,男,13500,84,鼓励,不计划
5965,男,22500,68,不鼓励,不计划
5971,女,21150,108,鼓励,不计划
5972,女,24200,93,不鼓励,不计划
5973,男,44220,93,鼓励,计划
5975,女,80740,105,鼓励,计划
5977,女,28800,94,鼓励,不计划
5980,女,51900,102,不鼓励,不计划
5981,男,45450,74,鼓励,不计划
5982,男,23300,95,不鼓励,不计划
5983,女,50100,102,不鼓励,计划
5986,男,18200,110,不鼓励,不计划
5988,男,32670,99,鼓励,不计划
5989,男,38520,107,鼓励,不计划
5995,男,9450,105,鼓励,不计划
5996,男,38800,67,不鼓励,不计划
5998,男,26400,64,不鼓励,不计划
5999,男,27630,131,鼓励,不计划
6000,女,75790,129,鼓励,计划
6002,女,36630,67,鼓励,不计划
6003,女,61270,109,鼓励,计划
6004,女,62150,104,鼓励,计划
6005,女,13500,98,不鼓励,不计划
6006,男,79420,136,鼓励,计划
6007,女,34300,106,不鼓励,不计划
6010,男,27700,103,不鼓励,不计划
6011,女,36300,99,不鼓励,不计划
6016,女,37510,110,鼓励,计划
6018,男,35640,114,鼓励,计划
6019,男,41220,95,鼓励,不计划
6021,男,63140,126,鼓励,计划
6024,女,10700,69,不鼓励,不计划
6025,女,42570,103,鼓励,计划
6028,男,33210,90,鼓励,不计划
6030,男,21000,82,不鼓励,不计划
6032,男,19700,93,不鼓励,不计划
6034,女,64980,100,鼓励,不计划
6037,男,16400,134,不鼓励,不计划
6038,男,66880,74,鼓励,计划
6039,男,46900,100,不鼓励,不计划
6041,男,67320,102,鼓励,不计划
6043,女,42390,105,鼓励,不计划
6045,男,60570,139,鼓励,不计划
6048,男,74250,101,鼓励,计划
6049,男,36410,103,鼓励,计划
6050,女,7600,90,不鼓励,不计划
6051,女,30600,108,鼓励,不计划
6052,男,6490,107,鼓励,计划
6054,男,58080,127,鼓励,计划
6056,女,72270,118,鼓励,计划
6057,女,51500,136,不鼓励,不计划
6058,女,50710,94,鼓励,计划
6060,女,23400,84,不鼓励,不计划
6063,女,45000,91,鼓励,不计划
6065,男,19300,96,不鼓励,计划
6076,女,25850,121,鼓励,计划
6077,男,54450,120,鼓励,计划
6080,男,44400,73,不鼓励,不计划
6081,男,67000,131,不鼓励,不计划
6082,男,59180,117,鼓励,计划
6086,女,32500,99,不鼓励,不计划
6089,男,33100,94,不鼓励,不计划
6091,男,40950,94,鼓励,不计划
6093,男,79310,135,鼓励,计划
6096,女,35100,94,鼓励,不计划
6098,男,78100,94,鼓励,计划
6101,男,23600,94,不鼓励,不计划
6103,男,51660,80,鼓励,不计划
6106,男,25000,92,不鼓励,不计划
6107,女,34380,70,鼓励,不计划
6109,女,40300,74,不鼓励,不计划
6110,女,59760,111,鼓励,不计划
6112,女,51300,115,不鼓励,不计划
6113,女,21960,90,鼓励,不计划
6120,男,34740,107,鼓励,不计划
6122,女,58600,107,不鼓励,不计划
6123,男,16300,97,不鼓励,不计划
6127,男,33220,121,鼓励,计划
6129,男,61600,125,鼓励,计划
6130,男,6710,126,鼓励,计划
6140,男,68530,93,鼓励,计划
6141,女,38200,65,不鼓励,不计划
6144,男,45870,120,鼓励,计划
6146,男,15200,91,不鼓励,不计划
6147,男,36810,127,鼓励,不计划
6149,女,30100,63,不鼓励,不计划
6151,男,71720,103,鼓励,计划
6152,男,71830,115,鼓励,计划
6154,男,51300,127,鼓励,不计划
6156,女,62700,134,鼓励,计划
6157,男,20000,102,不鼓励,不计划
6158,男,48200,132,不鼓励,不计划
6159,女,52690,133,鼓励,计划
6160,男,34540,107,鼓励,计划
6161,女,42300,90,不鼓励,不计划
6162,男,39600,125,鼓励,计划
6163,女,52110,101,鼓励,不计划
6165,女,65700,99,不鼓励,不计划
6166,女,80960,134,鼓励,计划
6169,男,71940,98,鼓励,计划
6174,男,26950,84,鼓励,计划
6175,男,50710,115,鼓励,计划
6176,男,8600,116,不鼓励,不计划
6177,女,24800,91,不鼓励,不计划
6181,女,43100,107,不鼓励,不计划
6183,女,62480,109,鼓励,计划
6184,女,13700,102,不鼓励,不计划
6188,女,29500,109,不鼓励,不计划
6190,女,53790,69,鼓励,计划
6191,女,44640,106,鼓励,不计划
6193,女,20790,110,鼓励,不计划
6194,女,31400,65,不鼓励,不计划
6198,男,35090,112,鼓励,计划
6199,女,38900,83,不鼓励,不计划
6200,女,41580,93,鼓励,不计划
6201,男,44550,102,鼓励,计划
6203,女,65160,80,鼓励,不计划
6204,女,30200,89,不鼓励,不计划
6205,女,11000,68,不鼓励,不计划
6207,男,17700,71,不鼓励,不计划
6210,女,49100,69,不鼓励,不计划
6211,男,36600,108,不鼓励,不计划
6212,女,36180,97,鼓励,不计划
6213,女,42900,91,不鼓励,计划
6215,女,34210,72,鼓励,计划
6220,男,53700,92,不鼓励,不计划
6222,女,43700,90,不鼓励,不计划
6226,女,48000,91,不鼓励,不计划
6228,女,39200,91,不鼓励,不计划
6229,女,45500,106,不鼓励,不计划
6231,男,37600,107,不鼓励,不计划
6232,男,44820,66,鼓励,不计划
6233,男,38300,102,不鼓励,不计划
6234,女,39800,76,不鼓励,不计划
6235,女,48180,76,鼓励,计划
6236,男,45500,103,不鼓励,不计划
6237,女,46600,131,不鼓励,计划
6239,女,33000,90,不鼓励,不计划
6240,女,36270,98,鼓励,不计划
6242,女,67210,106,鼓励,计划
6243,女,32400,93,鼓励,不计划
6245,女,46800,116,不鼓励,不计划
6246,男,34200,122,不鼓励,不计划
6247,女,39200,103,不鼓励,不计划
6249,女,18900,102,不鼓励,不计划
6251,男,59730,121,鼓励,计划
6253,男,44100,128,不鼓励,不计划
6255,男,27900,91,不鼓励,不计划
6256,男,49300,64,不鼓励,不计划
6257,女,75130,116,鼓励,计划
6258,女,42570,100,鼓励,计划
6259,女,14200,78,不鼓励,不计划
6261,男,41600,81,不鼓励,不计划
6263,女,31000,73,不鼓励,不计划
6267,女,67100,113,鼓励,计划
6268,女,30300,139,不鼓励,不计划
6269,男,59220,114,鼓励,不计划
6270,女,31600,98,不鼓励,不计划
6272,男,41030,93,鼓励,计划
6275,男,41400,84,不鼓励,不计划
6276,女,43290,103,鼓励,不计划
6277,男,10300,82,不鼓励,不计划
6280,女,72820,107,鼓励,计划
6281,男,70840,137,鼓励,计划
6285,男,55100,129,不鼓励,不计划
6287,女,69300,134,鼓励,计划
6288,女,77220,102,鼓励,计划
6289,男,39300,97,不鼓励,不计划
6291,女,40100,107,不鼓励,不计划
6292,女,44370,103,鼓励,不计划
6294,男,34900,96,不鼓励,不计划
6296,女,35600,100,不鼓励,不计划
6301,女,39700,86,不鼓励,不计划
6303,男,71060,115,鼓励,计划
6305,男,56000,92,不鼓励,不计划
6307,男,53350,102,鼓励,计划
6310,女,32300,94,不鼓励,不计划
6312,女,31600,101,不鼓励,不计划
6313,女,35370,104,鼓励,不计划
6315,男,47400,74,不鼓励,不计划
6317,男,36200,67,不鼓励,不计划
6319,男,44600,96,不鼓励,不计划
6320,男,25200,89,不鼓励,不计划
6321,女,46200,135,鼓励,计划
6322,女,40860,102,鼓励,不计划
6323,男,26400,79,不鼓励,不计划
6325,男,27200,127,不鼓励,不计划
6326,男,25300,105,不鼓励,不计划
6329,男,34800,91,不鼓励,不计划
6330,男,34900,70,不鼓励,不计划
6331,女,49610,128,鼓励,计划
6333,男,44730,69,鼓励,不计划
6335,女,30960,72,鼓励,不计划
6336,男,44000,74,不鼓励,不计划
6338,男,11300,67,不鼓励,不计划
6339,女,22660,103,鼓励,计划
6340,男,8690,136,鼓励,计划
6341,男,8800,100,不鼓励,不计划
6344,女,35800,112,不鼓励,不计划
6346,女,32670,97,鼓励,不计划
6349,女,37300,86,不鼓励,不计划
6350,女,44600,67,不鼓励,不计划
6358,女,54270,108,鼓励,不计划
6360,男,58050,71,鼓励,不计划
6361,女,60940,100,鼓励,计划
6362,女,47200,129,不鼓励,不计划
6363,女,76560,96,鼓励,计划
6364,女,22050,93,鼓励,不计划
6371,男,51150,63,鼓励,计划
6373,女,62590,120,鼓励,计划
6375,男,31350,120,鼓励,计划
6378,女,34600,94,不鼓励,不计划
6381,女,39150,91,鼓励,不计划
6382,女,42900,119,不鼓励,不计划
6384,女,65120,117,鼓励,计划
6390,女,17270,96,鼓励,计划
6391,女,47740,139,鼓励,计划
6393,男,44220,112,鼓励,计划
6394,男,41310,94,鼓励,不计划
6396,女,76670,108,鼓励,计划
6398,男,20600,76,不鼓励,不计划
6399,男,60500,131,不鼓励,不计划
6400,女,34700,62,不鼓励,不计划
6401,女,13100,61,不鼓励,不计划
6402,女,41900,71,不鼓励,不计划
6403,男,50820,106,鼓励,计划
6408,女,69190,113,鼓励,计划
6410,男,39420,106,鼓励,不计划
6412,男,25200,87,不鼓励,不计划
6415,男,33100,78,不鼓励,不计划
6417,男,52700,103,不鼓励,不计划
6419,女,49200,101,不鼓励,不计划
6422,女,60500,120,鼓励,计划
6424,男,24000,64,不鼓励,不计划
6426,男,31200,80,不鼓励,不计划
6428,男,11700,81,不鼓励,不计划
6431,男,72600,108,不鼓励,计划
6436,女,35500,137,不鼓励,计划
6439,女,13640,108,鼓励,计划
6442,男,72270,100,鼓励,计划
6445,男,45200,69,不鼓励,不计划
6449,男,12900,67,不鼓励,不计划
6452,女,78980,96,鼓励,计划
6456,男,44100,102,不鼓励,不计划
6459,女,26910,133,鼓励,不计划
6460,女,24600,82,不鼓励,不计划
6462,女,78980,107,鼓励,计划
6463,女,31500,102,鼓励,不计划
6465,女,56980,107,鼓励,计划
6466,男,34700,110,不鼓励,不计划
6467,女,43800,128,不鼓励,不计划
6470,男,42030,108,鼓励,不计划
6471,男,55880,94,鼓励,计划
6472,女,45760,95,鼓励,计划
6474,女,73920,112,鼓励,计划
6476,女,33330,134,鼓励,计划
6477,女,63000,106,不鼓励,计划
6478,女,38900,87,不鼓励,不计划
6479,男,44880,131,鼓励,计划
6480,女,54890,114,鼓励,计划
6485,男,40200,74,不鼓励,不计划
6486,男,47630,124,鼓励,计划
6487,男,22900,95,不鼓励,不计划
6489,女,40140,91,鼓励,不计划
6490,女,78430,107,鼓励,计划
6491,男,5940,109,鼓励,不计划
6492,女,57420,111,鼓励,不计划
6493,男,30900,69,不鼓励,不计划
6494,男,11000,71,不鼓励,不计划
6495,女,31950,70,鼓励,不计划
6496,男,63360,117,鼓励,不计划
6498,男,58520,133,鼓励,计划
6501,男,47740,106,鼓励,计划
6504,男,30360,107,鼓励,计划
6505,男,39600,103,不鼓励,不计划
6508,女,77990,100,鼓励,计划
6509,男,80850,128,鼓励,计划
6513,男,56900,92,不鼓励,不计划
6514,女,75570,120,鼓励,计划
6515,女,29970,104,鼓励,不计划
6516,女,34000,97,不鼓励,不计划
6517,女,49200,61,不鼓励,不计划
6520,男,26500,63,不鼓励,不计划
6521,女,63000,110,鼓励,不计划
6522,男,51040,133,鼓励,计划
6523,男,5220,63,鼓励,不计划
6524,女,19140,93,鼓励,计划
6525,女,52800,68,不鼓励,不计划
6527,女,33800,98,不鼓励,不计划
6530,男,78870,134,鼓励,计划
6531,男,36500,97,不鼓励,不计划
6533,男,50380,111,鼓励,计划
6534,女,50160,132,鼓励,计划
6535,男,35700,85,不鼓励,不计划
6538,男,48840,129,鼓励,计划
6539,女,34400,90,不鼓励,不计划
6542,男,59840,90,鼓励,计划
6545,女,39600,95,鼓励,不计划
6547,男,42100,101,不鼓励,计划
6548,女,54450,120,鼓励,计划
6552,男,37900,104,不鼓励,不计划
6554,女,65010,106,鼓励,计划
6558,男,49230,69,鼓励,不计划
6560,女,40260,130,鼓励,计划
6561,女,61710,103,鼓励,计划
6563,男,49830,106,鼓励,计划
6564,男,38880,115,鼓励,不计划
6567,女,32200,74,不鼓励,不计划
6569,女,43700,78,不鼓励,不计划
6572,男,35640,111,鼓励,不计划
6575,女,80630,119,鼓励,计划
6576,男,46860,99,鼓励,计划
6579,男,45500,103,不鼓励,不计划
6581,男,7800,77,不鼓励,不计划
6583,女,44910,103,鼓励,不计划
6585,男,14400,96,鼓励,不计划
6586,男,19000,129,不鼓励,不计划
6589,男,31300,82,不鼓励,不计划
6595,女,36720,102,鼓励,不计划
6596,男,58080,137,鼓励,计划
6597,男,28710,139,鼓励,计划
6599,男,24120,104,鼓励,不计划
6601,女,43700,74,不鼓励,不计划
6604,男,36100,110,不鼓励,不计划
6605,女,7800,79,不鼓励,不计划
6608,男,38000,65,不鼓励,不计划
6609,男,42680,129,鼓励,计划
6610,女,43900,126,不鼓励,不计划
6611,男,16700,61,不鼓励,不计划
6612,男,44220,89,鼓励,计划
6614,男,45900,68,不鼓励,不计划
6616,男,41670,62,鼓励,不计划
6617,女,5800,109,不鼓励,不计划
6620,男,34920,102,鼓励,不计划
6621,男,70400,88,鼓励,计划
6625,男,36090,109,鼓励,不计划
6626,女,17100,91,不鼓励,不计划
6629,女,21800,83,不鼓励,不计划
6630,女,30700,108,不鼓励,不计划
6632,女,65610,87,鼓励,不计划
6637,男,28300,106,不鼓励,不计划
6639,男,37500,106,不鼓励,不计划
6642,女,51370,66,鼓励,计划
6645,女,23600,107,不鼓励,不计划
6652,男,36500,127,不鼓励,不计划
6653,女,37300,95,不鼓励,不计划
6656,女,42680,124,鼓励,计划
6658,女,61920,132,鼓励,不计划
6659,女,71720,133,鼓励,计划
6660,男,78760,137,鼓励,计划
6661,女,72800,82,不鼓励,不计划
6665,女,32100,97,不鼓励,不计划
6666,男,33300,63,不鼓励,不计划
6668,女,20600,93,不鼓励,不计划
6673,男,76340,137,鼓励,计划
6674,男,32130,98,鼓励,不计划
6676,女,21700,99,不鼓励,不计划
6683,男,36900,101,鼓励,不计划
6685,男,48620,79,鼓励,计划
6691,男,9600,65,不鼓励,不计划
6694,女,65880,103,鼓励,不计划
6698,男,35400,92,不鼓励,不计划
6701,女,62010,64,鼓励,不计划
6703,男,45200,60,不鼓励,不计划
6708,女,37980,107,鼓励,不计划
6710,女,63580,137,鼓励,计划
6714,男,26510,138,鼓励,计划
6716,男,6700,94,不鼓励,不计划
6722,女,34100,107,鼓励,计划
6723,女,69700,66,不鼓励,不计划
6724,女,45270,103,鼓励,不计划
6731,女,23600,71,不鼓励,不计划
6733,女,33600,70,不鼓励,不计划
6735,女,70500,93,不鼓励,不计划
6738,男,38300,90,不鼓励,不计划
6742,女,20400,69,不鼓励,不计划
6743,女,36000,91,不鼓励,不计划
6747,女,35750,94,鼓励,计划
6748,男,70840,112,鼓励,计划
6753,男,34110,98,鼓励,不计划
6758,女,29100,96,不鼓励,不计划
6759,女,41800,118,不鼓励,不计划
6761,男,48730,90,鼓励,计划
6762,女,46200,109,不鼓励,不计划
6763,女,75790,122,鼓励,计划
6764,男,49000,78,不鼓励,不计划
6765,女,14700,96,不鼓励,不计划
6770,男,32900,128,不鼓励,不计划
6771,女,35700,66,不鼓励,不计划
6775,女,15390,132,鼓励,不计划
6780,女,23900,109,不鼓励,不计划
6781,男,45000,74,不鼓励,不计划
6784,女,22300,105,不鼓励,不计划
6785,男,28800,69,不鼓励,不计划
6790,女,38500,77,不鼓励,不计划
6791,女,41400,93,鼓励,不计划
6792,男,40920,98,鼓励,计划
6793,女,45300,77,不鼓励,不计划
6794,女,15000,93,不鼓励,不计划
6796,男,43560,91,鼓励,不计划
6806,男,39160,104,鼓励,计划
6807,男,15570,106,鼓励,不计划
6808,女,36800,90,不鼓励,不计划
6809,女,41850,109,鼓励,不计划
6810,女,36630,91,鼓励,不计划
6815,男,36990,93,鼓励,不计划
6817,男,8500,87,不鼓励,不计划
6821,男,44220,110,鼓励,计划
6822,女,80080,107,鼓励,计划
6823,男,41000,96,不鼓励,不计划
6824,女,8800,136,不鼓励,不计划
6827,男,71900,95,不鼓励,不计划
6828,男,38000,137,不鼓励,不计划
6829,男,29000,95,不鼓励,不计划
6830,女,48510,118,鼓励,计划
